ordem;url;titulo;nota;status;json;pdf
"1";"https://www.acorizal.mt.gov.br/";"";"";"Falha AMAWeb";"";""
"2";"https://camaraacorizal.mt.gov.br/";"";"";"Falha AMAWeb";"";""
"3";"https://www.consorcioaltotapajos.com.br/#/home";"CIS da Região do Alto Tapajós";"7.1";"Concluída";"amaweb_www.consorcioaltotapajos.com.br_003.json";"amaweb_www.consorcioaltotapajos.com.br_003.pdf"
"4";"https://www.altafloresta.mt.gov.br/";"Página Inicial - Prefeitura Municipal de Alta Floresta";"7.9";"Concluída";"amaweb_www.altafloresta.mt.gov.br_004.json";"amaweb_www.altafloresta.mt.gov.br_004.pdf"
"5";"https://www.altafloresta.mt.leg.br/";"Página Inicial — Câmara Municipal";"7.6";"Concluída";"amaweb_www.altafloresta.mt.leg.br_005.json";"amaweb_www.altafloresta.mt.leg.br_005.pdf"
"6";"https://altoaraguaia.mt.gov.br/";"Prefeitura Municipal de Alto Araguaia";"6.9";"Concluída";"amaweb_altoaraguaia.mt.gov.br_006.json";"amaweb_altoaraguaia.mt.gov.br_006.pdf"
"7";"https://www.altoaraguaia.mt.leg.br/";"Notícias — CÂMARA MUNICIPAL DE ALTO ARAGUAIA";"7.6";"Concluída";"amaweb_www.altoaraguaia.mt.leg.br_007.json";"amaweb_www.altoaraguaia.mt.leg.br_007.pdf"
"8";"https://www.altoboavista.mt.gov.br";"";"";"Falha AMAWeb";"";""
"9";"https://www.altogarcas.mt.gov.br/";"Página Inicial - Prefeitura de Altos Garças - MT";"8.3";"Concluída";"amaweb_www.altogarcas.mt.gov.br_009.json";"amaweb_www.altogarcas.mt.gov.br_009.pdf"
"10";"https://www.altogarcas.mt.leg.br/";"Início - Câmara Municipal de Alto Garças - MT";"7.6";"Concluída";"amaweb_www.altogarcas.mt.leg.br_010.json";"amaweb_www.altogarcas.mt.leg.br_010.pdf"
"11";"https://www.altoparaguai.mt.gov.br/";"Página Inicial - Prefeitura de Alto Paraguai - MT";"7.4";"Concluída";"amaweb_www.altoparaguai.mt.gov.br_011.json";"amaweb_www.altoparaguai.mt.gov.br_011.pdf"
"12";"https://www.camaradealtoparaguai.com.br/";"";"";"Falha AMAWeb";"";""
"13";"https://www.altotaquari.mt.gov.br/";"Prefeitura Municipal";"9.2";"Concluída";"amaweb_www.altotaquari.mt.gov.br_013.json";"amaweb_www.altotaquari.mt.gov.br_013.pdf"
"14";"https://www.altotaquari.mt.leg.br/";"Camara Municipal de Alto Taquari";"6.0";"Concluída";"amaweb_www.altotaquari.mt.leg.br_014.json";"amaweb_www.altotaquari.mt.leg.br_014.pdf"
"15";"https://www.apiacas.mt.gov.br/";"Página Inicial - Prefeitura de Apiacás Apiacás - MT";"8.1";"Concluída";"amaweb_www.apiacas.mt.gov.br_015.json";"amaweb_www.apiacas.mt.gov.br_015.pdf"
"16";"https://www.camaraapiacas.mt.gov.br/";"Página Inicial - Câmara Apiacás";"7.1";"Concluída";"amaweb_www.camaraapiacas.mt.gov.br_016.json";"amaweb_www.camaraapiacas.mt.gov.br_016.pdf"
"17";"https://www.araguaiana.mt.gov.br/";"";"";"Falha AMAWeb";"";""
"18";"https://araguaiana.mt.leg.br/";"";"";"Falha AMAWeb";"";""
"19";"https://araguainha.mt.gov.br/";"Prefeitura Municipal de Araguainha – Prefeitura Municipal de Araguainha";"8.7";"Concluída";"amaweb_araguainha.mt.gov.br_019.json";"amaweb_araguainha.mt.gov.br_019.pdf"
"20";"https://araguainha.mt.leg.br/";"";"";"Falha AMAWeb";"";""
"21";"https://araputanga.mt.gov.br/";"Prefeitura Municipal de Araputanga";"7.3";"Concluída";"amaweb_araputanga.mt.gov.br_021.json";"amaweb_araputanga.mt.gov.br_021.pdf"
"22";"https://araputanga.mt.leg.br/";"Câmara Municipal de Araputanga";"7.7";"Concluída";"amaweb_araputanga.mt.leg.br_022.json";"amaweb_araputanga.mt.leg.br_022.pdf"
"23";"https://www.arenapolis.mt.gov.br/";"Prefeitura Municipal de Arenápolis";"6.3";"Concluída";"amaweb_www.arenapolis.mt.gov.br_023.json";"amaweb_www.arenapolis.mt.gov.br_023.pdf"
"24";"https://arenapolis.mt.leg.br/";"Access denied | arenapolis.mt.leg.br used Cloudflare to restrict access | arenapolis.mt.leg.br | Cloudflare";"9.6";"Concluída";"amaweb_arenapolis.mt.leg.br_024.json";"amaweb_arenapolis.mt.leg.br_024.pdf"
"25";"https://www.aripuana.mt.gov.br/#/home";"Prefeitura Municipal de Aripuanã";"5.7";"Concluída";"amaweb_www.aripuana.mt.gov.br_025.json";"amaweb_www.aripuana.mt.gov.br_025.pdf"
"26";"https://camaraaripuanamt.com.br/index.php";"";"";"Falha AMAWeb";"";""
"27";"https://www.barradobugres.mt.gov.br/";"Prefeitura Municipal de Barra do Bugres | Gestão 2025-2028 – Site oficial da Prefeitura Municipal de Barra do Bugres";"7.6";"Concluída";"amaweb_www.barradobugres.mt.gov.br_027.json";"amaweb_www.barradobugres.mt.gov.br_027.pdf"
"28";"https://barradobugres.mt.leg.br";"Câmara Municipal de Barra do Bugres";"6.7";"Concluída";"amaweb_barradobugres.mt.leg.br_028.json";"amaweb_barradobugres.mt.leg.br_028.pdf"
"29";"https://www.cisrga.com.br/#/home";"Cisrga";"7.3";"Concluída";"amaweb_www.cisrga.com.br_029.json";"amaweb_www.cisrga.com.br_029.pdf"
"30";"https://www.barradogarcas.mt.gov.br/";"Página Inicial - Prefeitura Municipal de Barra do Garças";"7.5";"Concluída";"amaweb_www.barradogarcas.mt.gov.br_030.json";"amaweb_www.barradogarcas.mt.gov.br_030.pdf"
"31";"https://www.barradogarcas.mt.leg.br/";"Página Inicial — Câmara Municipal de Barra do Garças";"7.9";"Concluída";"amaweb_www.barradogarcas.mt.leg.br_031.json";"amaweb_www.barradogarcas.mt.leg.br_031.pdf"
"32";"https://www.baraodemelgaco.mt.gov.br/";"";"";"Falha AMAWeb";"";""
"33";"https://baraodemelgaco.mt.leg.br/";"";"";"Falha AMAWeb";"";""
"34";"https://www.boaesperancadonorte.mt.gov.br/";"Access denied | www.boaesperancadonorte.mt.gov.br used Cloudflare to restrict access | www.boaesperancadonorte.mt.gov.br | Cloudflare";"9.6";"Concluída";"amaweb_www.boaesperancadonorte.mt.gov.br_034.json";"amaweb_www.boaesperancadonorte.mt.gov.br_034.pdf"
"35";"https://www.bomjesusdoaraguaia.mt.gov.br/";"";"";"Falha AMAWeb";"";""
"36";"https://camarabomjesusdoaraguaia.mt.gov.br/";"C&#226;mara Municipal de Bom Jesus do Araguaia";"6.9";"Concluída";"amaweb_camarabomjesusdoaraguaia.mt.gov.br_036.json";"amaweb_camarabomjesusdoaraguaia.mt.gov.br_036.pdf"
"37";"https://www.brasnorte.mt.gov.br/";"Página Principal Prefeitura Municipal de Brasnorte";"6.1";"Concluída";"amaweb_www.brasnorte.mt.gov.br_037.json";"amaweb_www.brasnorte.mt.gov.br_037.pdf"
"38";"https://www.camarabrasnorte.mt.gov.br/";"Página Inicial - Câmara Municipal de Brasnorte - MT";"8.8";"Concluída";"amaweb_www.camarabrasnorte.mt.gov.br_038.json";"amaweb_www.camarabrasnorte.mt.gov.br_038.pdf"
"39";"https://www.campinapolis.mt.gov.br/#/home";"Prefeitura Municipal de Campinápolis - MT";"7.7";"Concluída";"amaweb_www.campinapolis.mt.gov.br_039.json";"amaweb_www.campinapolis.mt.gov.br_039.pdf"
"40";"https://www.campinapolis.mt.leg.br/";"Página Inicial — Câmara Municipal de Campinápolis";"8.2";"Concluída";"amaweb_www.campinapolis.mt.leg.br_040.json";"amaweb_www.campinapolis.mt.leg.br_040.pdf"
"41";"https://www.gp.srv.br/transparencia_camponovodoparecis/servlet/home_portal_v2?1";"Portal de Transparência";"7.1";"Concluída";"amaweb_www.gp.srv.br_041.json";"amaweb_www.gp.srv.br_041.pdf"
"42";"https://www.camponovodoparecis.mt.leg.br/";"Página Inicial — CÂMARA MUNICIPAL";"8.0";"Concluída";"amaweb_www.camponovodoparecis.mt.leg.br_042.json";"amaweb_www.camponovodoparecis.mt.leg.br_042.pdf"
"43";"https://campoverde.mt.gov.br/";"Página Inicial - Prefeitura de Campo Verde - MT";"8.3";"Concluída";"amaweb_campoverde.mt.gov.br_043.json";"amaweb_campoverde.mt.gov.br_043.pdf"
"44";"https://www.campoverde.mt.leg.br/";"Câmara Municipal de Campo Verde - Transparência, Legislação e Participação Cidadã";"7.1";"Concluída";"amaweb_www.campoverde.mt.leg.br_044.json";"amaweb_www.campoverde.mt.leg.br_044.pdf"
"45";"https://www.camposdejulio.mt.gov.br/";"Página Inicial - Prefeitura Municipal de Campos de Júlio";"6.6";"Concluída";"amaweb_www.camposdejulio.mt.gov.br_045.json";"amaweb_www.camposdejulio.mt.gov.br_045.pdf"
"46";"https://www.camaracamposdejulio.mt.gov.br/home";"";"";"Falha AMAWeb";"";""
"47";"https://canabravadonorte.org/";"Canabrava do Norte";"8.3";"Concluída";"amaweb_canabravadonorte.org_047.json";"amaweb_canabravadonorte.org_047.pdf"
"48";"https://canabravadonorte.mt.leg.br/";"";"";"Falha AMAWeb";"";""
"49";"https://canarana.mt.gov.br/portal/";"";"";"Falha AMAWeb";"";""
"50";"https://www.canarana.mt.leg.br/";"Página Inicial — Câmara Municipal";"8.1";"Concluída";"amaweb_www.canarana.mt.leg.br_050.json";"amaweb_www.canarana.mt.leg.br_050.pdf"
"51";"https://www.carlinda.mt.gov.br/adm/aplicativo.php";"Página Inicial - Prefeitura de Carlinda Carlinda - MT";"8.0";"Concluída";"amaweb_www.carlinda.mt.gov.br_051.json";"amaweb_www.carlinda.mt.gov.br_051.pdf"
"52";"https://www.camaracarlinda.mt.gov.br/";"· Câmara de Carlinda";"7.5";"Concluída";"amaweb_www.camaracarlinda.mt.gov.br_052.json";"amaweb_www.camaracarlinda.mt.gov.br_052.pdf"
"53";"https://www.castanheira.mt.gov.br/";"Prefeitura de Castanheira";"8.0";"Concluída";"amaweb_www.castanheira.mt.gov.br_053.json";"amaweb_www.castanheira.mt.gov.br_053.pdf"
"54";"https://www.castanheira.mt.leg.br/";"Access denied | www.castanheira.mt.leg.br used Cloudflare to restrict access | www.castanheira.mt.leg.br | Cloudflare";"9.6";"Concluída";"amaweb_www.castanheira.mt.leg.br_054.json";"amaweb_www.castanheira.mt.leg.br_054.pdf"
"55";"https://www.chapadadosguimaraes.mt.gov.br/";"Página Inicial - Prefeitura Municipal de Chapada dos Guimarães";"8.0";"Concluída";"amaweb_www.chapadadosguimaraes.mt.gov.br_055.json";"amaweb_www.chapadadosguimaraes.mt.gov.br_055.pdf"
"56";"https://www.camarachapadadosguimaraes.mt.gov.br";"";"";"Falha AMAWeb";"";""
"57";"https://www.claudia.mt.gov.br/";"Prefeitura Municipal de Cláudia – MT – uma cidade para todos";"7.8";"Concluída";"amaweb_www.claudia.mt.gov.br_057.json";"amaweb_www.claudia.mt.gov.br_057.pdf"
"58";"https://www.camaraclaudia.mt.gov.br/";"Página Inicial - Câmara Municipal de Cláudia-MT";"7.6";"Concluída";"amaweb_www.camaraclaudia.mt.gov.br_058.json";"amaweb_www.camaraclaudia.mt.gov.br_058.pdf"
"59";"https://www.cocalinho.mt.gov.br/";"";"";"Falha AMAWeb";"";""
"60";"https://cocalinho.mt.leg.br/";"Câmara Municipal de Cocalinho - MT";"8.1";"Concluída";"amaweb_cocalinho.mt.leg.br_060.json";"amaweb_cocalinho.mt.leg.br_060.pdf"
"61";"https://colniza.mt.gov.br/#/home";"Prefeitura Municipal de Colniza - MT";"7.5";"Concluída";"amaweb_colniza.mt.gov.br_061.json";"amaweb_colniza.mt.gov.br_061.pdf"
"62";"https://www.colniza.mt.leg.br/";"Página Inicial — Câmara Municipal de Colniza";"7.6";"Concluída";"amaweb_www.colniza.mt.leg.br_062.json";"amaweb_www.colniza.mt.leg.br_062.pdf"
"63";"https://cisrnm.com.br/#/home";"Consórcio Intermunicipal de Saúde Da Região Norte Matogrossense";"6.6";"Concluída";"amaweb_cisrnm.com.br_063.json";"amaweb_cisrnm.com.br_063.pdf"
"64";"https://www.colider.mt.gov.br/";"Página Inicial - Prefeitura de Colíder";"7.5";"Concluída";"amaweb_www.colider.mt.gov.br_064.json";"amaweb_www.colider.mt.gov.br_064.pdf"
"65";"https://www.camaracolider.mt.gov.br/";"Página Inicial - Câmara Municipal de Colíder - Mato Grosso";"7.1";"Concluída";"amaweb_www.camaracolider.mt.gov.br_065.json";"amaweb_www.camaracolider.mt.gov.br_065.pdf"
"66";"https://www.comodoro.mt.gov.br/";"Página Inicial - Prefeitura de Comodoro Comodoro - MT";"6.9";"Concluída";"amaweb_www.comodoro.mt.gov.br_066.json";"amaweb_www.comodoro.mt.gov.br_066.pdf"
"67";"https://www.comodoro.mt.leg.br/";"Página Inicial — Câmara Municipal de Comodoro";"7.9";"Concluída";"amaweb_www.comodoro.mt.leg.br_067.json";"amaweb_www.comodoro.mt.leg.br_067.pdf"
